icao,manufacturer,model,icaoClass,aircraftCategoryCode,aircraftType,engineCount,engineType
RTA4,RTAF,RTAF-4 Chandra,LandPlane,1,4,1,1
RUBI,SCINTEX,ML-250 Rubis,LandPlane,1,4,1,1
RV10,VAN'S,RV-10,LandPlane,1,4,1,1
RV12,VAN'S,RV-12,LandPlane,1,4,1,1
RV14,VAN'S,RV-14,LandPlane,1,4,1,1
RV3,VAN'S,RV-3,LandPlane,1,4,1,1
RV4,VAN'S,RV-4,LandPlane,1,4,1,1
RV4T,VAN'S,RV-4T,LandPlane,1,4,1,3
RV6,VAN'S,RV-6,LandPlane,1,4,1,1
RV7,VAN'S,RV-7,LandPlane,1,4,1,1
RV8,VAN'S,RV-8,LandPlane,1,4,1,1
RV9,VAN'S,RV-9,LandPlane,1,4,1,1
RVAL,DENEL,AH-2 Rooivalk,Helicopter,1,6,2,3
RW19,RAGWING,RW-19 Stork,LandPlane,1,4,1,1
RW20,RAGWING,RW-20 Stork,LandPlane,1,4,1,1
RW22,RAGWING,RW-22 Tiger Moth,LandPlane,1,4,1,1
RW26,RAGWING,RW-26 Special 2,LandPlane,1,4,1,1
RW3,RHEIN-WEST-FLUG,RW-3 Multoplane,LandPlane,1,4,1,1
RYSA,TECHNOAVIA,Rysachok,LandPlane,1,5,2,3
RYST,RYAN,ST-A,LandPlane,1,4,1,1
S05F,SIAI-MARCHETTI,S-205-18F,LandPlane,1,4,1,1
S05R,SIAI-MARCHETTI,S-205-18R,LandPlane,1,4,1,1
S1,INTERSTATE,S-1 Cadet,LandPlane,1,4,1,1
S10,STINSON,10 Voyager,LandPlane,1,4,1,1
S107,SPRATT,107,SeaPlane,2,4,1,1
S108,STINSON,108 Station Wagon,LandPlane,1,4,1,1
S10S,STEMME,S-10 Chrysalis,LandPlane,1,4,1,1
S11,FOKKER,S-11 Instructor,LandPlane,1,4,1,1
S12,SPENCER,S-12 Air Car,Amphibian,3,4,1,1
S122,SKYLINE,SL-122  Pchelka,LandPlane,1,5,2,1
S12S,STEMME,S-12 Twin Voyager,LandPlane,1,4,1,1
S15S,STEMME,S-15,LandPlane,1,4,1,1
S15U,STEMME,S-15 Patroller,LandPlane,1,4,1,1
S200,SIPA,S-200 Minijet,LandPlane,1,4,1,4
S202,SGAU,S-202,Amphibian,3,5,2,1
S208,SIAI-MARCHETTI,S-208,LandPlane,1,4,1,1
S21,MACDONALD,S-21,LandPlane,1,4,1,1
S210,SUD-AVIATION,SE-210 Caravelle,LandPlane,1,5,2,4
S211,SIAI-MARCHETTI,S-211,LandPlane,1,4,1,4
S223,MBB,223 Flamingo,LandPlane,1,4,1,1
S22T,CIRRUS,SR-22 Turbo,LandPlane,1,4,1,1
S274,IRGC,Shahed 274,Helicopter,1,6,1,3
S278,HESA,Shahed 278,Helicopter,1,6,1,3
S285,HESA,Shahed 285,Helicopter,1,6,1,3
S2P,GRUMMAN,S-2 Tracker,LandPlane,1,5,2,1
S2T,GRUMMAN,S-2 Turbo Tracker,LandPlane,1,5,2,3
S3,LOCKHEED,S-3 Viking,LandPlane,1,5,2,4
S330,SIKORSKY,S-333,Helicopter,1,6,1,3
S355,SCALED,355 Firebird,LandPlane,1,4,1,1
S360,AEROSPATIALE,SA-360 Dauphin,Helicopter,1,6,1,3
S37,SUKHOI,S-37 Berkut,LandPlane,1,5,2,4
S38,SIKORSKY,S-38 Replica,Amphibian,3,5,2,1
S39,SIKORSKY,S-39,Amphibian,3,4,1,1
S4,ARCTIC,S-4 Privateer,LandPlane,1,4,1,1
S400,SGAU,S-400 Kapitan,SeaPlane,2,5,2,1
S434,SIKORSKY,S-434,Helicopter,1,6,1,3
S45,PARTENAIR,S-45 Mystere,LandPlane,1,4,1,1
S450,AERO-EAST-EUROPE,SILA-450,LandPlane,1,4,1,1
S51,SIKORSKY,S-51,Helicopter,1,6,1,1
S51D,STEWART (1),S-51D,LandPlane,1,4,1,1
S52,SIKORSKY,S-52,Helicopter,1,6,1,1
S55P,SIKORSKY,S-55,Helicopter,1,6,1,1
S55T,SIKORSKY,S-55T,Helicopter,1,6,1,3
S58P,SIKORSKY,S-58,Helicopter,1,6,1,1
S58T,SIKORSKY,S-58T,Helicopter,1,6,1,3
S6,STEMME,S-6,LandPlane,1,4,1,1
S601,AEROSPATIALE,SN-601 Corvette,LandPlane,1,5,2,4
S61,SIKORSKY,S-61A,Helicopter,1,6,2,3
S61R,SIKORSKY,S-61R,Helicopter,1,6,2,3
S62,SIKORSKY,S-62,Helicopter,1,6,1,3
S64,SIKORSKY,S-64 Skycrane,Helicopter,1,6,2,3
S65C,AEROSPATIALE,SA-365C Dauphin 2,Helicopter,1,6,2,3
S76,SIKORSKY,S-76,Helicopter,1,6,2,3
S900,SIPA,S-901,LandPlane,1,4,1,1
S92,SIKORSKY,S-92 Helibus,Helicopter,1,6,2,3
S97,SIKORSKY,S-97 Raider,Helicopter,1,6,1,3
SA02,K & S,SA-102.5 Cavalier,LandPlane,1,4,1,1
SA03,K & S,SA-103 Cavalier,LandPlane,1,4,1,1
SA04,K & S,SA-104 Cavalier,LandPlane,1,4,1,1
SA05,K & S,SA-105 Super Cavalier,LandPlane,1,4,1,1
SA10,STOLP,SA-100 Starduster,LandPlane,1,4,1,1
SA11,STITS,SA-11 Playmate,LandPlane,1,4,1,1
SA2,ICP,SA-2 Rampage,LandPlane,1,4,1,1
SA20,BERIEV,SA-20,Amphibian,3,4,1,1
SA3,STITS,SA-3 Playboy,LandPlane,1,4,1,1
SA30,STOLP,SA-300 Starduster Too,LandPlane,1,4,1,1
SA37,SCHWEIZER,SA-2-37 Condor,LandPlane,1,4,1,1
SA38,SCHWEIZER,SA-2-38A Twin Condor,LandPlane,1,5,2,1
SA50,STOLP,SA-500 Starlet,LandPlane,1,4,1,1
SA6,STITS,SA-6 Flut-R-Bug,LandPlane,1,4,1,1
SA6E,SREYA,SA-6 Envoy,LandPlane,1,4,1,3
SA7,STITS,SA-7 Sky-Coupe,LandPlane,1,4,1,1
SA70,STOLP,SA-700 Acroduster,LandPlane,1,4,1,1
SA75,STOLP,SA-750 Acroduster Too,LandPlane,1,4,1,1
SA8T,SCHWEIZER,SA-2-38B Twin Condor,LandPlane,1,5,2,3
SAB2,ARNET PEREYRA,Sabre 2,LandPlane,1,4,1,1
SABA,PARAVAR PARS,Saba,LandPlane,1,4,1,1
SACE,POBER,Super Ace,LandPlane,1,4,1,1
SACR,SMITH (3),Acro Advanced,LandPlane,1,4,1,1
SAFF,HALSTED,Saffire,LandPlane,1,4,1,1
SAH1,TRAGO MILLS,SAH-1,LandPlane,1,4,1,1
SAKO,RANS,S-10 Sakota,LandPlane,1,4,1,1
SALB,SKYGEAR,Albatross,LandPlane,1,4,1,1
SAM,SAM AIRCRAFT,Sam,LandPlane,1,4,1,1
SAND,SHORT,S-25 Sandringham,SeaPlane,2,5,4,1
SAPH,PIEL,CP-1320 Saphir,LandPlane,1,4,1,1
SASH,SHARK AIRCRAFT,Shark,LandPlane,1,5,2,1
SASP,SUPERMARINE AIRCRAFT,Spitfire Mk25,LandPlane,1,4,1,1
SASY,PROTECH,PT-2 Sassy,LandPlane,1,4,1,1
SATA,HISPANO,HA-200 Saeta,LandPlane,1,5,2,4
SAVA,SADLER,Vampire,LandPlane,1,4,1,1
SAVG,ZLIN AVIATION,Savage,LandPlane,1,4,1,1
SB05,SAAB,105,LandPlane,1,5,2,4
SB20,SAAB,2000,LandPlane,1,5,2,3
SB29,SAAB,29,LandPlane,1,4,1,4
SB32,SAAB,32 Lansen,LandPlane,1,4,1,4
SB35,SAAB,35 Draken,LandPlane,1,4,1,4
SB37,SAAB,37 Viggen,LandPlane,1,4,1,4
SB39,SAAB,39 Gripen,LandPlane,1,4,1,4
SB7,SEABIRD,SB-7 Seeker,LandPlane,1,4,1,1
SB91,SAAB,91 Safir,LandPlane,1,4,1,1
SBD,DOUGLAS,SBD Dauntless,LandPlane,1,4,1,1
SBLS,SLIPSTREAM,SkyBlaster,LandPlane,1,5,2,1
SBM3,E & K,SBM-03 Kos,LandPlane,1,4,1,1
SBOY,INTERPLANE,Skyboy,LandPlane,1,4,1,1
SBR1,NORTH AMERICAN,Sabreliner,LandPlane,1,5,2,4
SBR2,ROCKWELL,Sabre 80,LandPlane,1,5,2,4
SC01,GYROFLUG,SC-01 Speed Canard,LandPlane,1,4,1,1
SC7,SHORT,SC-7 Skyvan,LandPlane,1,5,2,3
SCAM,AEROSPORT,Scamp,LandPlane,1,4,1,1
SCEP,SLIPSTREAM,Scepter,LandPlane,1,4,1,1
SCII,SPORT COPTER,SportCopter 2,Gyrocopter,1,9,1,1
SCOM,AIRDALE,Comet,LandPlane,1,4,1,1
SCOR,ROTORWAY,Scorpion,Helicopter,1,6,1,1
SCOU,WESTLAND,Scout,Helicopter,1,6,1,3
SCRO,AKAFLIEG MUNCHEN,Mü-30 Schlacro,LandPlane,1,4,1,1
SCTR,FLAGLOR,Scooter,LandPlane,1,4,1,1
SCUB,AERO KUHLMANN,Scub,LandPlane,1,4,1,1
SCW1,SCWAL,101,LandPlane,1,4,1,1
SD26,SKYDANCER,SD-260,LandPlane,1,4,1,1
SD4,TOMARK,SD-4 Viper,LandPlane,1,4,1,1
SDUS,STOLP,Super Starduster,LandPlane,1,4,1,1
SE5A,RAF,SE-5A Replica,LandPlane,1,4,1,1
SE5R,REPLICA PLANS,SE-5A Replica,LandPlane,1,4,1,1
SEAT,SEAWIND,Turbine Seawind,Amphibian,3,4,1,3
SEAW,SEAWIND,Seawind,Amphibian,3,4,1,1
SERA,SERVOPLANT,Aerocraft,LandPlane,1,4,1,1
SF2,VIKING (1),SF-2 Cygnet,LandPlane,1,4,1,1
SF23,SCHEIBE,SF-23 Sperling,LandPlane,1,4,1,1
SF24,SCHEIBE,SF-24 Motorspatz,LandPlane,1,4,1,1
SF25,SCHEIBE,SF-25 Falke,LandPlane,1,4,1,1
SF27,SCHEIBE,SF-27M,LandPlane,1,4,1,1
SF28,SCHEIBE,SF-28 Tandem Falke,LandPlane,1,4,1,1
SF31,SPORTAVIA-PUTZER,SFS-31 Milan,LandPlane,1,4,1,1
SF32,SCHEIBE,SF-32,LandPlane,1,4,1,1
SF34,SAAB,340,LandPlane,1,5,2,3
SF35,SCHEIBE,SF-35,LandPlane,1,4,1,1
SF36,SCHEIBE,SF-36,LandPlane,1,4,1,1
SF41,SCHEIBE,SF-41,LandPlane,1,4,1,1
SF50,CIRRUS,SF-50 Vision,LandPlane,1,4,1,4
SG37,SCHWEIZER,SGM-2-37,LandPlane,1,4,1,1
SG70,GLASS,SG-70 STOLGlass,LandPlane,1,4,1,1
SG92,TECHNOAVIA,SMG-92 Turbo Finist,LandPlane,1,4,1,3
SGRA,SG AVIATION,Rally,LandPlane,1,4,1,1
SGUP,AERO SPACELINES,377SGT Super Guppy,LandPlane,1,5,4,3
SH09,KOPTER,SH-09,Helicopter,1,6,1,3
SH33,SHORT,330,LandPlane,1,5,2,3
SH36,SHORT,360,LandPlane,1,5,2,3
SH4,SILVERCRAFT,SH-4,Helicopter,1,6,1,1
SH5,HARBIN,SH-5,SeaPlane,2,5,4,3
SHAC,AVRO,696 Shackleton,LandPlane,1,5,4,1
SHAK,FREEDOM MASTER,FM-2 Air Shark,Amphibian,3,4,1,1
SHAW,HAWKER,Sea Hawk,LandPlane,1,4,1,4
SHEA,SEAFLIGHT,Shearwater,Amphibian,3,4,1,1
SHEK,RANS,S-16 Shekari,LandPlane,1,4,1,1
SHER,SHERPA,C-400,LandPlane,1,4,1,1
SHOE,MERCURY,Shoestring,LandPlane,1,4,1,1
SHOP,SALVAY-STARK,Skyhopper,LandPlane,1,4,1,1
SHOR,HIGHER CLASS,Super Hornet,LandPlane,1,4,1,1
SHRK,SHARK AERO,Shark,LandPlane,1,4,1,1
SHRT,SHERPA,Sherpa K-650T,LandPlane,1,4,1,3
SIDE,SMYTH,Sidewinder,LandPlane,1,4,1,1
SIGM,ELITAR,Sigma,LandPlane,1,4,1,1
SILH,SILHOUETTE,SA-60 Silhouette,LandPlane,1,4,1,1
SIR2,RHEIN,Sirius 2,LandPlane,1,4,1,1
SIRA,TECNAM,P-2002 Sierra,LandPlane,1,4,1,1
SJ30,SINO SWEARINGEN,SJ-30,LandPlane,1,5,2,4
SK10,SKYETON,K-10 Swift,LandPlane,1,4,1,1
SK70,STARKRAFT,SK-700,LandPlane,1,5,2,1
SKAR,III,Sky Arrow,LandPlane,1,4,1,1
SKIF,AEROLITES,AeroSkiff,Amphibian,3,4,1,1
SKIM,COLONIAL,C-1 Skimmer,Amphibian,3,4,1,1
SKRA,BEST OFF,Sky Ranger,LandPlane,1,4,1,1
SKYC,OMA SUD,Skycar,LandPlane,1,5,2,1
SKYO,SKYOTE AEROMARINE,Skyote,LandPlane,1,4,1,1
SKYR,REARWIN,Skyranger,LandPlane,1,4,1,1
SL1,STAR-LITE,SL-1 Star-Lite,LandPlane,1,4,1,1
SL39,MAPO,SL-39,LandPlane,1,4,1,1
SL90,AVIOTECHNICA,SL-90 Leshii,LandPlane,1,4,1,1
SLCH,SCALED,351 Stratolaunch,LandPlane,1,5,6,4
SLG2,SLING AIRCRAFT,Sling 2,LandPlane,1,4,1,1
SLG4,AIRPLANE FACTORY,Sling 4,LandPlane,1,4,1,1
SLH4,SLING AIRCRAFT,Sling 4 High Wing,LandPlane,1,4,1,1
SLK3,SLICK,360,LandPlane,1,4,1,1
SLK5,SLICK,540,LandPlane,1,4,1,1
SM01,STERN-MALLICK,SM-01 Vega,LandPlane,1,4,1,1
SM19,SIAI-MARCHETTI,SM-1019,LandPlane,1,4,1,3
SM20,TECHNOAVIA,SM-2000,LandPlane,1,4,1,3
SM60,STINSON,SM-6000 Tri-Motor,LandPlane,1,5,3,1
SM92,TECHNOAVIA,SMG-92 Turbo Finist,LandPlane,1,4,1,1
SMAX,AIRMAX,M-22 SeaMax,Amphibian,3,4,1,1
SMB2,DASSAULT,Super Mystère B2,LandPlane,1,4,1,4
SNAD,CALUMET,636 Snobird Adventurer,Gyrocopter,1,9,1,1
SNAP,DALLAIR,FR-01 Snap,LandPlane,1,4,1,1
SNGY,CIAC,Synergy,LandPlane,1,4,1,1
SNOS,VSR,SR-1 Snoshoo,LandPlane,1,4,1,1
SNS2,SORRELL,SNS-2 Guppy,LandPlane,1,4,1,1
SNS7,SORRELL,SNS-7 Hiperbipe,LandPlane,1,4,1,1
SNS9,SORRELL,SNS-9 EXP-2,LandPlane,1,4,1,1
SNTA,AIRSPORT,Sonata,LandPlane,1,4,1,1
SOK2,SOKO,2,LandPlane,1,4,1,1
SOKL,MRAZ,M-1 Sokol,LandPlane,1,4,1,1
SOL1,SOLAR IMPULSE,1,LandPlane,1,5,4,10
SOL2,SOLAR IMPULSE,2,LandPlane,1,5,4,10
SOLI,RUTAN,77 Solitaire,LandPlane,1,4,1,1
SONG,AIRSPORT,Song,LandPlane,1,4,1,1
SONX,SONEX,Sonex,LandPlane,1,4,1,1
SORA,ACS,ACS-100 Sora,LandPlane,1,4,1,1
SP20,MICCO,SP-20,LandPlane,1,4,1,1
SP33,SPECTRUM,S-33 Independence,LandPlane,1,5,2,4
SP55,TECHNOAVIA,SP-55,LandPlane,1,4,1,1
SP6E,SAUSER,P-6E Replica,LandPlane,1,4,1,1
SP7,SPARTAN,7 Executive,LandPlane,1,4,1,1
SP91,TECHNOAVIA,SP-91 Slava,LandPlane,1,4,1,1
SP95,TECHNOAVIA,SP-95,LandPlane,1,4,1,1
SPA2,STARK-TREFETHEN,Sport-Aire 2,LandPlane,1,4,1,1
SPAR,III,Speed Arrow,LandPlane,1,4,1,1
SPC2,SPECTER,Specter 2,LandPlane,1,4,1,1
SPDR,REARWIN,6000 Speedster,LandPlane,1,4,1,1
SPEL,LOEHLE,Spitfire Elite,LandPlane,1,4,1,1
SPGY,AIRCRAFT DESIGNS,Sportster Gyro,Gyrocopter,1,9,1,1
SPHA,AMERICAN AUTOGYRO,SparrowHawk,Gyrocopter,1,9,1,1
SPIR,QUESTAIR,Spirit,LandPlane,1,4,1,1
SPIT,SUPERMARINE,Spitfire,LandPlane,1,4,1,1
SPOR,AMAX,Sport 1700,LandPlane,1,4,1,1
SPR2,CARLSON,Sparrow 2,LandPlane,1,4,1,1
SPRT,PRACTAVIA,Sprite,LandPlane,1,4,1,1
SPST,REARWIN,Sportster,LandPlane,1,4,1,1
SPUP,SOPWITH,Pup,LandPlane,1,4,1,1
SQ2T,GLASSIC,SQ-2000,LandPlane,1,4,1,1
SQES,SLIPSTREAM,SkyQuest,LandPlane,1,5,2,1
SR01,EURODISPLAY,SR-01 Magic,LandPlane,1,4,1,1
SR20,CIRRUS,SR-20,LandPlane,1,4,1,1
SR22,CIRRUS,SR-22,LandPlane,1,4,1,1
SRAC,SPORT RACER,Sport Racer,LandPlane,1,4,1,1
SRAI,GREAT PLAINS,Sonerai,LandPlane,1,4,1,1
SRAS,D'APUZZO,D-260 Senior Aero Sport,LandPlane,1,4,1,1
SRAY,DORNIER,S-Ray 007,Amphibian,3,4,1,1
SREY,PROGRESSIVE AERODYNE,SeaRey,Amphibian,3,4,1,1
SS2,SCALED,339 Space Ship Two,LandPlane,1,4,1,9
SS2P,AYRES,Thrush,LandPlane,1,4,1,1
SS2T,AYRES,Turbo Thrush (S-2R-G/T except T660),LandPlane,1,4,1,3
SSAB,NORTH AMERICAN,F-100 Super Sabre,LandPlane,1,4,1,4
SSC,BUTTERFLY,Super Sky Cycle,Gyrocopter,1,9,1,1
SSTL,JUST,JA30 SuperSTOL,LandPlane,1,4,1,1
SSTM,SG AVIATION,Sea Storm,Amphibian,3,4,1,1
ST1,PHILLIPS,ST-1 Speedtwin,LandPlane,1,5,2,1
ST10,SOCATA,ST-10 Provence,LandPlane,1,4,1,1
ST3,STEARMAN,C-3,LandPlane,1,4,1,1
ST30,STAUDACHER,S-300,LandPlane,1,4,1,1
ST4,STEARMAN,4 Junior Speedmail,LandPlane,1,4,1,1
ST6,STEARMAN,6 Cloudboy,LandPlane,1,4,1,1
ST60,STAUDACHER,S-600,LandPlane,1,4,1,1
ST75,STEARMAN,75 Kaydet,LandPlane,1,4,1,1
ST87,STERN,ST-87 Europlane,LandPlane,1,4,1,1
STAL,AIRCRAFT DESIGNS,Stallion,LandPlane,1,4,1,1
STAR,RAYTHEON,2000 Starship,LandPlane,1,5,2,3
STAT,AIRCRAFT DESIGNS,Turbine Stallion,LandPlane,1,4,1,3
STCH,FLY SYNTHESIS,Storch,LandPlane,1,4,1,1
STFF,STATLER,Firefly,LandPlane,1,4,1,1
STIL,TERZI,T-9 Stiletto,LandPlane,1,4,1,1
STLN,HELIO,AU-24 Stallion,LandPlane,1,4,1,3
STOR,STORCH AVIATION,SS-4 Storch,LandPlane,1,4,1,1
STR2,STROJNIK,S-2,LandPlane,1,4,1,1
STRA,STRIPLIN,Sky Ranger,LandPlane,1,4,1,1
STRE,TL ULTRALIGHT,Stream,LandPlane,1,4,1,1
STRI,SOPWITH,Triplane Replica,LandPlane,1,4,1,1
STRK,BRITISH AEROSPACE,BAC-167 Strikemaster,LandPlane,1,4,1,4
STRM,SG AVIATION,Storm,LandPlane,1,4,1,1
STST,CFM,SA-2 Star Streak,LandPlane,1,4,1,1
SU17,SUKHOI,Su-17,LandPlane,1,4,1,4
SU24,SUKHOI,Su-24,LandPlane,1,5,2,4
SU25,SUKHOI,Su-25,LandPlane,1,5,2,4
SU26,SUKHOI,Su-26,LandPlane,1,4,1,1
SU27,SUKHOI,Su-27,LandPlane,1,5,2,4
SU29,SUKHOI,Su-29,LandPlane,1,4,1,1
SU31,SUKHOI,Su-31,LandPlane,1,4,1,1
SU38,SUKHOI,Su-38,LandPlane,1,4,1,1
SU57,SUKHOI,Su-57,LandPlane,1,5,2,4
SU7,SUKHOI,Su-7,LandPlane,1,4,1,4
SU80,SUKHOI,Su-80,LandPlane,1,5,2,3
SU95,SUKHOI,Superjet 100-95,LandPlane,1,5,2,4
SUBA,FUJI,FA-200 Aero Subaru,LandPlane,1,4,1,1
SUCO,BELL,AH-1Z SuperCobra,Helicopter,1,6,2,3
SUNB,VERILITE,100 Sunbird,LandPlane,1,4,1,1
SUNV,FOKKER,Super Universal,LandPlane,1,4,1,1
SURN,KOREA AEROSPACE,Surion,Helicopter,1,6,2,3
SURU,IPT,IPT-16 Surubim,LandPlane,1,4,1,1
SUSO,VSTOL,SS-2000 Super Solution,LandPlane,1,4,1,1
SV4,STAMPE,SV-4,LandPlane,1,4,1,1
SVNH,ICP,MXP-740 Savannah,LandPlane,1,4,1,1
SW18,SKYWOOD,SW-18 Teddy,LandPlane,1,4,1,1
SW2,SWEARINGEN,Merlin 2,LandPlane,1,5,2,3
SW3,SWEARINGEN,Merlin 3,LandPlane,1,5,2,3
SW4,SWEARINGEN,Merlin 4,LandPlane,1,5,2,3
SWAK,ANGLIN,Space Walker 1,LandPlane,1,4,1,1
SWAT,BHARAT,LT-1 Swati,LandPlane,1,4,1,1
SWIF,SUPERMARINE,Swift,LandPlane,1,4,1,4
SWIN,S-WING,S-Wing,LandPlane,1,4,1,1
SWOR,FAIREY,Swordfish,LandPlane,1,4,1,1
SX30,SWEARINGEN,SX-300,LandPlane,1,4,1,1
SYCA,BRISTOL,171 Sycamore,Helicopter,1,6,1,1
SYMP,SYMPHONY,SA-160 Symphony,LandPlane,1,4,1,1
SYNC,FLY SYNTHESIS,Syncro,LandPlane,1,4,1,1
SZ45,SZD,SZD-45 Ogar,LandPlane,1,4,1,1
SZ9M,SZD,Bocian M-2000,LandPlane,1,4,1,1
T1,FUJI,T-1,LandPlane,1,4,1,4
T10,TMM-AVIA,T-10 Avia-Tor,LandPlane,1,4,1,1
T101,AEROPROGRESS,T-101 Grach,LandPlane,1,4,1,3
T134,TUPOLEV,Tu-134,LandPlane,1,5,2,4
T154,TUPOLEV,Tu-154,LandPlane,1,5,3,4
T160,TUPOLEV,Tu-160,LandPlane,1,5,4,4
T18,THORP,T-18 Tiger,LandPlane,1,4,1,1
T19,THK,T-19 Speedfire,LandPlane,1,4,1,1
T2,NORTH AMERICAN,T-2 Buckeye,LandPlane,1,5,2,4
T204,TUPOLEV,Tu-204,LandPlane,1,5,2,4
T206,CESSNA,T206 Turbo Stationair,LandPlane,1,4,1,1
T210,CESSNA,T210 Turbo Centurion,LandPlane,1,4,1,1
T211,THORP,T-211,LandPlane,1,4,1,1
T22M,TUPOLEV,Tu-22M,LandPlane,1,5,2,4
T250,BELLANCA,T-250 Aries,LandPlane,1,4,1,1
T28,NORTH AMERICAN,T-28 Trojan,LandPlane,1,4,1,1
T30,TERZI,T-30 Katana,LandPlane,1,4,1,1
T33,LOCKHEED,T-33 Shooting Star,LandPlane,1,4,1,4
T334,TUPOLEV,Tu-334,LandPlane,1,5,2,4
T34P,BEECH,T-34A Mentor,LandPlane,1,4,1,1
T34T,BEECH,T-34C Turbo Mentor,LandPlane,1,4,1,3
T35,TEMCO,T-35 Buckaroo,LandPlane,1,4,1,1
T37,CESSNA,T-37,LandPlane,1,5,2,4
T38,NORTHROP,T-38 Talon,LandPlane,1,5,2,4
T4,KAWASAKI,T-4,LandPlane,1,5,2,4
T40,TURNER,T-40,LandPlane,1,4,1,1
T411,KHRUNICHEV,T-411 Aist,LandPlane,1,4,1,1
T415,KHRUNICHEV,T-415 Snegir,LandPlane,1,4,1,1
T419,KHRUNICHEV,AT-419 Strekoza,LandPlane,1,4,1,1
T5,FUJI,T-5,LandPlane,1,4,1,3
T50,CESSNA,T-50 Bobcat,LandPlane,1,5,2,1
T51,TITAN,T-51 Mustang,LandPlane,1,4,1,1
T6,NORTH AMERICAN,AT-6 Texan,LandPlane,1,4,1,1
T7,FUJI,T-7,LandPlane,1,4,1,3
TA15,TAYLORCRAFT (1),15 Tourist,LandPlane,1,4,1,1
TA16,THURSTON,TA-16 Seafire,Amphibian,3,4,1,1
TA20,TAYLORCRAFT (1),20 Ranchwagon,LandPlane,1,4,1,1
TAA1,TOYOTA,TAA-1,LandPlane,1,4,1,1
TAGO,TEAM TANGO,Tango-2,LandPlane,1,4,1,1
TAIL,WITTMAN,W-8 Tailwind,LandPlane,1,4,1,1
TAMP,SOCATA,TB-9 Tampico,LandPlane,1,4,1,1
TARO,ANAHUAC,Tauro,LandPlane,1,4,1,1
TARR,PELEGRIN,Tarragon,LandPlane,1,4,1,1
TAYA,TAYLORCRAFT (1),A,LandPlane,1,4,1,1
TAYB,TAYLORCRAFT (1),BC,LandPlane,1,4,1,1
TAYD,TAYLORCRAFT (1),DC,LandPlane,1,4,1,1
TB05,AMC,Texas Bullet 205,LandPlane,1,4,1,1
TB20,SOCATA,TB-20 Trinidad,LandPlane,1,4,1,1
TB21,SOCATA,TB-21 Trinidad TC,LandPlane,1,4,1,1
TB30,SOCATA,TB-30 Epsilon,LandPlane,1,4,1,1
TB31,SOCATA,TB-31 Omega,LandPlane,1,4,1,3
TBEE,UNITED CONSULTANT,UC-1 Twin Bee,Amphibian,3,5,2,1
TBM,GRUMMAN,Avenger,LandPlane,1,4,1,1
TBM7,SOCATA,TBM-700A,LandPlane,1,4,1,3
TBM8,SOCATA,TBM-850,LandPlane,1,4,1,3
TBM9,SOCATA,TBM-900,LandPlane,1,4,1,3
TBR3,GOLDEN CIRCLE,T-Bird 3,LandPlane,1,4,1,1
TC2,AERO MIRAGE,TC-2,LandPlane,1,4,1,1
TCAT,GRUMMAN,F7F Tigercat,LandPlane,1,5,2,1
TCOU,HELIO,H-500 Twin Courier,LandPlane,1,5,2,1
TD1,TAIWAN DANCER,TD-1,LandPlane,1,4,1,1
TD2,TURBINE DESIGN,TD-2 Tempest,LandPlane,1,4,1,3
TD3,TAIWAN DANCER,TD-3 Alluvion Legend,LandPlane,1,4,1,1
TEAL,THURSTON,TSC-1 Teal,Amphibian,3,4,1,1
TERM,SMITH (2),Termite,LandPlane,1,4,1,1
TERR,FOXCON,Terrier,LandPlane,1,4,1,1
TEX2,BEECHCRAFT,T-6 Texan 2,LandPlane,1,4,1,3
TEXA,FLY SYNTHESIS,Texan,LandPlane,1,4,1,1
TF19,TAYLORCRAFT (1),F-19 Sportsman,LandPlane,1,4,1,1
TF21,TAYLORCRAFT (1),F-21,LandPlane,1,4,1,1
TF22,TAYLORCRAFT (1),F-22 Tri-Classic,LandPlane,1,4,1,1
TFK2,TECHNOFLUG,TFK-2 Carat,LandPlane,1,4,1,1
TFOC,THUNDER WINGS,Focke-Wulf Fw-190,LandPlane,1,4,1,1
TFUN,VALENTIN,Taifun,LandPlane,1,4,1,1
TGRS,LANCAIR,Tigress,LandPlane,1,4,1,1
TIAD,TRIKE ICAROS,Adventure,LandPlane,1,4,1,1
TIGR,EUROCOPTER,EC-665 Tigre,Helicopter,1,6,2,3
TIJU,TIPSY,Junior,LandPlane,1,4,1,1
TIPB,TIPSY,B,LandPlane,1,4,1,1
TJET,MAVERICK,TJ-1500 TwinJet,LandPlane,1,5,2,4
TL20,TL ULTRALIGHT,TL-2000  Sting,LandPlane,1,4,1,1
TL30,TL ULTRALIGHT,TL-3000 Sirius,LandPlane,1,4,1,1
TLEG,PERFORMANCE,Turbine Legend,LandPlane,1,4,1,3
TM5,TM AIRCRAFT,TM-5,LandPlane,1,4,1,1
TMOT,FISHER,R-80 Tiger Moth,LandPlane,1,4,1,1
TMUS,PAPA 51,Thunder Mustang,LandPlane,1,4,1,1
TNAV,CAMAIR,480 Twin Navion,LandPlane,1,5,2,1
TNDR,DREAM,Tundra,LandPlane,1,4,1,1
TOBA,SOCATA,TB-10 Tobago,LandPlane,1,4,1,1
TOOT,MEYER,Little Toot,LandPlane,1,4,1,1
TOR,PANAVIA,Tornado,LandPlane,1,5,2,4
TOUR,AESL,Airtourer,LandPlane,1,4,1,1
